request_id,kind,frequency_hz,state,model,rho1,rho2,rho_bone,rho_heart,L_mm,Z,dZ_dlogrho1,dZ_dlogrho2,dZ_dlogrho_bone,dZ_dlogrho_heart,relative_residual,reciprocity_abs
equal_bones,equal_material_limit,50000,control,bones,4,16,4,4,90,46.94283830219,44.9366978782539,1.19242486756005,0.733447643455632,0,2.61952065245768e-10,2.1316282072803e-14
equal_bones,equal_material_limit,50000,control,bones,4,16,4,4,110,44.2731530198694,42.1631164349816,1.57532635065138,0.918300217730719,0,2.72972898556535e-10,0
equal_bones,equal_material_limit,50000,control,bones,4,16,4,4,120,40.8096032799891,37.9227292892685,1.82504431989888,1.03173823585452,0,3.45992057657623e-10,7.105427357601e-15
equal_bones,equal_material_limit,50000,control,bones,4,16,4,4,130,37.656809934757,34.7366388298665,1.89158203612609,1.05211594083996,0,4.37200370679839e-10,0
equal_bones,equal_material_limit,50000,control,bones,4,16,4,4,140,36.6255510024915,33.417068344531,2.11479502322387,1.16143317233679,0,2.35901059073938e-10,2.1316282072803e-14
equal_bones_heart,equal_material_limit,50000,control,bones_heart,4,16,4,4,50,69.0650764328953,67.9914535281295,0.418148611145594,0.287904757625257,0.0162410366713422,1.61162592582873e-10,1.4210854715202e-14
equal_bones_heart,equal_material_limit,50000,control,bones_heart,4,16,4,4,60,68.4822353724883,68.000668662351,0.647887479733529,0.430971732413856,0.0259610790744808,1.17022935343838e-10,1.4210854715202e-14
equal_bones_heart,equal_material_limit,50000,control,bones_heart,4,16,4,4,70,52.8954326149208,51.5986164944763,0.779912200029445,0.505588076539085,0.0323088280349244,9.89370026720923e-11,1.4210854715202e-14
equal_bones_heart,equal_material_limit,50000,control,bones_heart,4,16,4,4,80,54.8308657318098,53.1040631954172,1.00324416274326,0.633186901871871,0.0431579709977439,2.32535975806393e-10,1.4210854715202e-14
equal_bones_heart,equal_material_limit,50000,control,bones_heart,4,16,4,4,90,46.9428383021901,44.8836188255354,1.19242486756005,0.733447643455633,0.0530790541262297,3.28130444057332e-10,2.8421709430404e-14
equal_bones_heart,equal_material_limit,50000,control,bones_heart,4,16,4,4,110,44.2731530198694,42.0859199536478,1.57532635065138,0.918300217730718,0.077196479761006,2.07556759383894e-10,0
equal_bones_heart,equal_material_limit,50000,control,bones_heart,4,16,4,4,120,40.8096032799891,37.8267422588318,1.82504431989888,1.03173823585452,0.0959870300997752,4.24574484755523e-10,7.105427357601e-15
equal_bones_heart,equal_material_limit,50000,control,bones_heart,4,16,4,4,130,37.656809934757,34.6308039416253,1.89158203612609,1.05211594083996,0.10583488890034,4.5517621816805e-10,7.105427357601e-15
equal_bones_heart,equal_material_limit,50000,control,bones_heart,4,16,4,4,140,36.6255510024915,33.2891535339225,2.11479502322387,1.1614331723368,0.127914807948003,2.98147191788585e-10,2.8421709430404e-14
