request_id,kind,frequency_hz,state,model,rho1,rho2,rho_bone,rho_heart,L_mm,Z,dZ_dlogrho1,dZ_dlogrho2,dZ_dlogrho_bone,dZ_dlogrho_heart,relative_residual,reciprocity_abs,Z_experiment,residual_ohm,residual_pct
100000_inhale_bones_heart,literature,100000,inhale,bones_heart,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,120,28.8531829792643,27.1382699950572,1.56105022461904,0.0742399890704609,0.0573430268109194,5.26073884895553e-10,0.0,62.821,-33.967817020735694,-54.070799606398644
100000_inhale_bones_heart,literature,100000,inhale,bones_heart,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,130,26.6691733138106,24.9248961813267,1.62409407515178,0.0751103154247829,0.0631804462441224,4.36635390485564e-10,1.4210854715202e-14,60.925,-34.255826686189394,-56.22622353088124
100000_inhale_bones_heart,literature,100000,inhale,bones_heart,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,140,26.0092336111969,24.0782521135843,1.82069342103538,0.0819927967735634,0.0761051471051985,6.38763333303397e-10,3.5527136788005e-15,50.103,-24.0937663888031,-48.08847052831786
100000_exhale_two_tissue,literature,100000,exhale,two_tissue,2.76358599815597,3.68169408073288,48.0976735255785,4.64880905754772,50,47.3896699716334,46.7181722401463,0.452621965921207,0.0,0.0,1.45994611218405e-10,0.0,83.134,-35.7443300283666,-42.99604256786225
100000_exhale_two_tissue,literature,100000,exhale,two_tissue,2.76358599815597,3.68169408073288,48.0976735255785,4.64880905754772,60,46.5102293074439,46.2754200627709,0.699925273996469,0.0,0.0,6.980774503365069e-11,2.8421709430404e-14,97.44,-50.9297706925561,-52.267827065431135
100000_exhale_two_tissue,literature,100000,exhale,two_tissue,2.76358599815597,3.68169408073288,48.0976735255785,4.64880905754772,70,35.7679550477087,34.9573876235959,0.843470341673182,0.0,0.0,3.02016063296396e-11,2.1316282072803e-14,85.633,-49.86504495229129,-58.231108278690805
100000_exhale_two_tissue,literature,100000,exhale,two_tissue,2.76358599815597,3.68169408073288,48.0976735255785,4.64880905754772,80,36.9014508775353,35.8022451867608,1.0870484584476,0.0,0.0,1.5541750387279e-10,7.105427357601e-15,79.63,-42.7285491224647,-53.658858624217885
100000_exhale_two_tissue,literature,100000,exhale,two_tissue,2.76358599815597,3.68169408073288,48.0976735255785,4.64880905754772,90,31.2783128163273,29.9288715505309,1.2914123987649,0.0,0.0,4.16604698903669e-11,2.48689957516035e-14,70.327,-39.0486871836727,-55.52446028363601
100000_exhale_two_tissue,literature,100000,exhale,two_tissue,2.76358599815597,3.68169408073288,48.0976735255785,4.64880905754772,110,28.9387579685704,27.4818373197075,1.70997930570877,0.0,0.0,2.38948512838887e-10,1.77635683940025e-14,61.474,-32.5352420314296,-52.92520745588314
100000_exhale_two_tissue,literature,100000,exhale,two_tissue,2.76358599815597,3.68169408073288,48.0976735255785,4.64880905754772,120,26.3999727818371,24.3921953884519,1.98826532478492,0.0,0.0,2.1735028015356601e-10,3.5527136788005e-15,57.685,-31.285027218162902,-54.234250183172236
100000_exhale_two_tissue,literature,100000,exhale,two_tissue,2.76358599815597,3.68169408073288,48.0976735255785,4.64880905754772,130,24.1369029700132,22.0866138695474,2.0717706819509,0.0,0.0,2.07793017327834e-10,3.5527136788005e-15,55.784,-31.6470970299868,-56.73149474757421
100000_exhale_two_tissue,literature,100000,exhale,two_tissue,2.76358599815597,3.68169408073288,48.0976735255785,4.64880905754772,140,23.1872387581303,20.90364816236,2.32968741620823,0.0,0.0,2.2130163897476802e-10,1.0658141036401501e-14,46.828,-23.640761241869704,-50.48424285015312
100000_exhale_bones,literature,100000,exhale,bones,2.76358599815597,3.68169408073288,48.0976735255785,4.64880905754772,50,47.5957111617514,46.8751237715073,0.482379056875675,0.0193704033894412,0.0,8.345028810753979e-11,2.1316282072803e-14,83.134,-35.5382888382486,-42.74820030101835
100000_exhale_bones,literature,100000,exhale,bones,2.76358599815597,3.68169408073288,48.0976735255785,4.64880905754772,60,46.8155472149801,46.507104702175,0.74563670470606,0.0285530353928078,0.0,1.70555347914322e-10,7.105427357601e-15,97.44,-50.6244527850199,-51.954487669355395
100000_exhale_bones,literature,100000,exhale,bones,2.76358599815597,3.68169408073288,48.0976735255785,4.64880905754772,70,36.1246185094334,35.2261056147695,0.898717770620853,0.0333672225655215,0.0,1.5527495737246003e-10,1.4210854715202e-14,85.633,-49.5083814905666,-57.81460592361193
100000_exhale_bones,literature,100000,exhale,bones,2.76358599815597,3.68169408073288,48.0976735255785,4.64880905754772,80,37.3451039341453,36.1321217323074,1.15827249591387,0.0413270614496394,0.0,1.97008526709059e-10,0.0,79.63,-42.284896065854696,-53.10171551658257
100000_exhale_bones,literature,100000,exhale,bones,2.76358599815597,3.68169408073288,48.0976735255785,4.64880905754772,90,31.7891007062331,30.3065391490894,1.37651069554098,0.0475237566963377,0.0,2.03286754467354e-10,2.1316282072803e-14,70.327,-38.5378992937669,-54.79815617581711
