subject,chamber_key,chamber_label,phase_percent,cardiac_phase,modeled_volume_ml,change_from_0_ml,change_from_0_percent,change_from_previous_1pct_ml,measured_count,measured_mean_ml,measured_min_ml,measured_max_ml,model,model_residual_rmse_ml,cycle_offsets_ml,phase_kind
nix,heart_ventricle_left,Левый желудочек,3.0,Уменьшение объёма желудочков,148.0037795784708,-2.5999392559200487,-1.7263446587126001,-0.9566126755009918,0,,,,periodic_fourier_ridge_with_cycle_contrasts,2.538592471321868,"{""1"": -1.6204725949522663, ""2"": 1.6204725949522663}",periodic_model
nix,heart_ventricle_left,Левый желудочек,4.0,Уменьшение объёма желудочков,146.95527698253983,-3.6484418518510324,-2.422544330305009,-1.0485025959309837,0,,,,periodic_fourier_ridge_with_cycle_contrasts,2.538592471321868,"{""1"": -1.6204725949522663, ""2"": 1.6204725949522663}",periodic_model
nix,heart_ventricle_left,Левый желудочек,5.0,Уменьшение объёма желудочков,145.81390606314022,-4.789812771250638,-3.1804080326314415,-1.1413709193996056,0,,,,periodic_fourier_ridge_with_cycle_contrasts,2.538592471321868,"{""1"": -1.6204725949522663, ""2"": 1.6204725949522663}",periodic_model
nix,heart_ventricle_left,Левый желудочек,6.0,Уменьшение объёма желудочков,144.57916174152348,-6.024557092867383,-4.000271135065527,-1.2347443216167449,0,,,,periodic_fourier_ridge_with_cycle_contrasts,2.538592471321868,"{""1"": -1.6204725949522663, ""2"": 1.6204725949522663}",periodic_model
nix,heart_ventricle_left,Левый желудочек,7.0,Уменьшение объёма желудочков,143.25109326011562,-7.352625574275237,-4.882100940920617,-1.328068481407854,0,,,,periodic_fourier_ridge_with_cycle_contrasts,2.538592471321868,"{""1"": -1.6204725949522663, ""2"": 1.6204725949522663}",periodic_model
nix,heart_ventricle_left,Левый желудочек,8.0,Уменьшение объёма желудочков,141.830380061273,-8.773338773117871,-5.825446304393946,-1.420713198842634,0,,,,periodic_fourier_ridge_with_cycle_contrasts,2.538592471321868,"{""1"": -1.6204725949522663, ""2"": 1.6204725949522663}",periodic_model
nix,heart_ventricle_left,Левый желудочек,9.0,Уменьшение объёма желудочков,140.31840104873115,-10.285317785659714,-6.829391641364321,-1.5119790125418433,0,,,,periodic_fourier_ridge_with_cycle_contrasts,2.538592471321868,"{""1"": -1.6204725949522663, ""2"": 1.6204725949522663}",periodic_model
nix,heart_ventricle_left,Левый желудочек,10.0,Уменьшение объёма желудочков,138.71729582382235,-11.886423010568507,-7.892516268897207,-1.6011052249087925,0,,,,periodic_fourier_ridge_with_cycle_contrasts,2.538592471321868,"{""1"": -1.6204725949522663, ""2"": 1.6204725949522663}",periodic_model
nix,heart_ventricle_left,Левый желудочек,11.0,Уменьшение объёма желудочков,137.03001660323557,-13.573702231155295,-9.01285993215175,-1.6872792205867881,1,141.1199327087402,141.1199327087402,141.1199327087402,periodic_fourier_ridge_with_cycle_contrasts,2.538592471321868,"{""1"": -1.6204725949522663, ""2"": 1.6204725949522663}",measured_phase_reference
nix,heart_ventricle_left,Левый желудочек,12.0,Уменьшение объёма желудочков,135.26036966148246,-15.343349172908404,-10.187895286822558,-1.769646941753109,0,,,,periodic_fourier_ridge_with_cycle_contrasts,2.538592471321868,"{""1"": -1.6204725949522663, ""2"": 1.6204725949522663}",periodic_model
