k,subset_id,sizes_mm,sizes_mm_json,subset_indices_json,worst_sigma_logrho1_unit_ohm_error,worst_sigma_logrho2_unit_ohm_error,worst_max_unit_logrho_error,worst_kappa,g1,g2,g1_max,g2_max,rank2_min,g1_relative_full9,g2_relative_full9,attenuation_relative_full9,uncertainty_inflation_relative_full9,global_rank,rank_within_count
5,50-70-90-120-140,50|70|90|120|140,"[50, 70, 90, 120, 140]","[0, 2, 4, 6, 8]",0.04080734319889098,3.9154578113664997,3.9154578113664997,154.59122200725906,38.77683192329232,0.41109682933043645,269.86965227790284,13.57720174407489,2,0.7320832796062746,0.7557059066002035,0.7320832796062746,1.2555981743834934,116,28
5,50-70-80-120-140,50|70|80|120|140,"[50, 70, 80, 120, 140]","[0, 2, 3, 6, 8]",0.038856597790108215,3.922969534671656,3.922969534671656,159.55681108451734,39.99064345784773,0.40244138695100107,278.99601017470934,13.299309424716624,2,0.7549993118081597,0.7397948888941548,0.7397948888941548,1.2580070130232683,117,29
5,60-90-120-130-140,60|90|120|130|140,"[60, 90, 120, 130, 140]","[1, 4, 6, 7, 8]",0.049786399252429114,3.925104623892371,3.925104623892371,146.41281151788812,36.42856016936756,0.472851513307565,253.60478007242745,15.628454467886895,2,0.6877493203385147,0.8692275300040009,0.6877493203385147,1.2586916875254155,118,30
4,50-70-120-140,50|70|120|140,"[50, 70, 120, 140]","[0, 2, 6, 8]",0.04172305434687456,3.932258215828333,3.932258215828333,141.18263104230866,35.28433609504235,0.3805715224660372,245.76255428956864,12.620118716759938,2,0.6661470575597113,0.6995922295967055,0.6661470575597113,1.2609856815888947,119,9
4,60-120-130-140,60|120|130|140,"[60, 120, 130, 140]","[1, 6, 7, 8]",0.05257118474525521,3.9401233267882896,3.9401233267882896,131.9580615812482,32.68610829808098,0.4465676144368663,227.7827656911762,14.8045796387678,2,0.6170940784373733,0.8209106951176297,0.6170940784373733,1.2635078436037623,120,10
7,50-60-70-80-90-110-140,50|60|70|80|90|110|140,"[50, 60, 70, 80, 90, 110, 140]","[0, 1, 2, 3, 4, 5, 8]",0.033206059116465195,3.944920175039581,3.944920175039581,198.05917847259212,49.46543883275223,0.4222497294347965,348.96988128607506,13.912097753585797,2,0.9338777535895769,0.7762079194673772,0.7762079194673772,1.265046083625052,121,29
6,50-60-70-90-110-140,50|60|70|90|110|140,"[50, 60, 70, 90, 110, 140]","[0, 1, 2, 4, 5, 8]",0.03414191036846258,3.945114541330573,3.945114541330573,183.16050178125067,45.7445346288708,0.40146039379848036,323.0177045338908,13.2643216621162,2,0.8636293186976579,0.737991561145552,0.737991561145552,1.2651084124693122,122,42
7,50-60-70-80-90-120-130,50|60|70|80|90|120|130,"[50, 60, 70, 80, 90, 120, 130]","[0, 1, 2, 3, 4, 6, 7]",0.03351138828230411,3.947527282656021,3.947527282656021,197.18154694800302,49.208358063691186,0.42309971747943165,346.39383209071065,13.808067676305138,2,0.9290242231900276,0.7777704247946903,0.7777704247946903,1.2658821236799649,123,30
6,50-60-70-90-120-130,50|60|70|90|120|130,"[50, 60, 70, 90, 120, 130]","[0, 1, 2, 4, 6, 7]",0.034487011818944036,3.9475804783480455,3.9475804783480455,182.18388661483579,45.466419617335724,0.4023543024651867,320.2329563115172,13.155170018064412,2,0.8583786744429879,0.739634804321354,0.739634804321354,1.265899182327257,124,43
6,50-60-80-90-110-140,50|60|80|90|110|140,"[50, 60, 80, 90, 110, 140]","[0, 1, 3, 4, 5, 8]",0.03481402427521178,3.963599140841091,3.963599140841091,185.15652235291043,46.005853913104424,0.4100246222048154,324.45291832198836,13.522934502461263,2,0.8685628697160741,0.7537349031768729,0.7537349031768729,1.2710360026816856,125,44
5,50-60-90-110-140,50|60|90|110|140,"[50, 60, 90, 110, 140]","[0, 1, 4, 5, 8]",0.03615655497906644,3.963668069181393,3.963668069181393,168.9586093408176,41.979416429592185,0.3885817862371751,296.36152855116256,12.855563885283887,2,0.7925461501477932,0.7143172364889597,0.7143172364889597,1.2710581064310849,126,31
6,50-60-80-90-120-130,50|60|80|90|120|130,"[50, 60, 80, 90, 120, 130]","[0, 1, 3, 4, 6, 7]",0.03517882630927676,3.96808319923758,3.96808319923758,184.27600852562063,45.729328211571136,0.41089989989974146,321.68059480379753,13.415887097242322,2,0.8633422306789713,0.7553438976443038,0.7553438976443038,1.2724739381180261,127,45
5,50-60-90-120-130,50|60|90|120|130,"[50, 60, 90, 120, 130]","[0, 1, 4, 6, 7]",0.0365835279797706,3.968354897121292,3.968354897121292,167.9631022084277,41.676183464621666,0.3895052522350496,293.3238218605022,12.742911435645745,2,0.7868212940295963,0.7160148139435825,0.7160148139435825,1.2725610654434139,128,32
5,50-80-90-120-140,50|80|90|120|140,"[50, 80, 90, 120, 140]","[0, 3, 4, 6, 8]",0.04189732168625902,3.9741095428059623,3.9741095428059623,158.24700780607594,39.08476480509007,0.41946435618644473,271.5858758954652,13.829965133762355,2,0.7378968673292493,0.7710876585806806,0.7378968673292493,1.2744064492948042,129,33
7,60-70-80-90-110-120-140,60|70|80|90|110|120|140,"[60, 70, 80, 90, 110, 120, 140]","[1, 2, 3, 4, 5, 6, 8]",0.04135656946385208,3.9819960002124124,3.9819960002124124,185.0035770999465,45.55748495315804,0.482060632992322,319.46818301101024,15.846047568728164,2,0.8600979332478105,0.8861563546599682,0.8600979332478105,1.276935456629054,130,31
4,50-80-120-140,50|80|120|140,"[50, 80, 120, 140]","[0, 3, 6, 8]",0.04283646032490496,3.9851143368743203,3.9851143368743203,144.55676193972704,35.62247211424066,0.38959520882255216,247.64590014018813,12.891661057710394,2,0.6725308623629864,0.716180178207335,0.6725308623629864,1.277935436199371,131,11
6,60-70-80-110-120-140,60|70|80|110|120|140,"[60, 70, 80, 110, 120, 140]","[1, 2, 3, 5, 6, 8]",0.041887764578530176,3.9855988355497614,3.9855988355497614,173.21344496153955,42.62424327677697,0.4563074999466233,299.3819029712606,15.03410166176217,2,0.8047200934446321,0.8388152092957646,0.8047200934446321,1.2780908038936951,132,46
7,50-70-80-90-110-120-130,50|70|80|90|110|120|130,"[50, 70, 80, 90, 110, 120, 130]","[0, 2, 3, 4, 5, 6, 7]",0.03965895491435624,3.9880125195844376,3.9880125195844376,185.97582973252182,45.781675462718255,0.46274598486469753,319.26645737699437,15.106664739774486,2,0.8643305153169212,0.8506508663356638,0.8506508663356638,1.2788648174097341,133,32
6,50-70-80-110-120-130,50|70|80|110|120|130,"[50, 70, 80, 110, 120, 130]","[0, 2, 3, 5, 6, 7]",0.04003297872518628,4.0004285933397465,4.0004285933397465,174.60062332166663,42.86377827296965,0.4358531027020209,299.16663362813904,14.252659709182353,2,0.8092423701984448,0.8012145573061372,0.8012145573061372,1.2828463695784027,134,47
6,60-80-90-110-130-140,60|80|90|110|130|140,"[60, 80, 90, 110, 130, 140]","[1, 3, 4, 5, 7, 8]",0.04498614515783721,4.003160925570352,4.003160925570352,169.38123836005246,41.4250992817163,0.47525213165088315,290.033564651915,15.688333012914136,2,0.7820809755723732,0.8736405084852339,0.7820809755723732,1.2837225663160097,135,48
5,60-80-110-130-140,60|80|110|130|140,"[60, 80, 110, 130, 140]","[1, 3, 5, 7, 8]",0.046131406159317385,4.003245010506772,4.003245010506772,156.10184464643078,38.17565363108664,0.4491087499317819,267.7481512448471,14.86777663101971,2,0.7207333947921502,0.8255819817001774,0.7207333947921502,1.2837495304407043,136,34
4,50-90-120-140,50|90|120|140,"[50, 90, 120, 140]","[0, 4, 6, 8]",0.04579909003586034,4.011836058919013,4.011836058919013,140.1515559710166,34.254220898517254,0.3985297478131095,237.31697660183042,13.178152406609982,2,0.6466991018077777,0.7326042501198112,0.6466991018077777,1.2865044840686393,137,12
6,60-70-80-90-130-140,60|70|80|90|130|140,"[60, 70, 80, 90, 130, 140]","[1, 2, 3, 4, 7, 8]",0.04070550129172101,4.0120957051370985,4.0120957051370985,174.24571180634544,42.63381873432184,0.4403414133763423,299.2341923831256,14.557508695800223,2,0.8049008723276787,0.8094652725762254,0.8049008723276787,1.2865877466992484,138,49
3,50-120-140,50|120|140,"[50, 120, 140]","[0, 6, 8]",0.04782700227406613,4.015391261250656,4.015391261250656,123.80465456882266,30.24389738484546,0.36696054354461616,209.49690034406404,12.18977809796572,2,0.570986604304662,0.6745716105316506,0.570986604304662,1.2876445565128412,139,2
6,50-60-70-80-120-130,50|60|70|80|120|130,"[50, 60, 70, 80, 120, 130]","[0, 1, 2, 3, 6, 7]",0.03357473980493101,4.0161207638664065,4.0161207638664065,189.45261865714386,46.50595857505883,0.3935066092936106,327.96080677548105,12.868167009299617,2,0.8780045451421176,0.7233703782482158,0.7233703782482158,1.2878784913926618,140,50
6,50-60-70-80-110-140,50|60|70|80|110|140,"[50, 60, 70, 80, 110, 140]","[0, 1, 2, 3, 5, 8]",0.03326385193371174,4.01637102622526,4.01637102622526,190.550628735563,46.77789348161584,0.39259255550040467,330.68048311800067,12.979732398286618,2,0.8831385127294001,0.7216901029427578,0.7216901029427578,1.2879587448332634,141,51
5,50-60-70-120-130,50|60|70|120|130,"[50, 60, 70, 120, 130]","[0, 1, 2, 6, 7]",0.03464459891997534,4.018258386646096,4.018258386646096,173.30400268616464,42.52689728254692,0.3711105837062942,300.1978517217455,12.164928583020332,2,0.8028822595841082,0.6822004941402062,0.6822004941402062,1.2885639783494889,142,35
5,50-60-70-110-140,50|60|70|110|140,"[50, 60, 70, 110, 140]","[0, 1, 2, 5, 8]",0.034287902843312255,4.019233310436308,4.019233310436308,174.53428447120794,42.82410685668303,0.37014122766237534,303.16668898921097,12.282883146146485,2,0.8084933977037557,0.6804185585091744,0.6804185585091744,1.288876614212299,143,36
6,50-70-90-110-120-130,50|70|90|110|120|130,"[50, 70, 90, 110, 120, 130]","[0, 2, 4, 5, 6, 7]",0.04202188096570769,4.0193665239587215,4.0193665239587215,170.978182513063,41.73361496047122,0.4438574774513447,290.67426821716236,14.512308045610933,2,0.7879055661516049,0.8159287386014724,0.7879055661516049,1.28891933275598,144,52
5,60-70-80-130-140,60|70|80|130|140,"[60, 70, 80, 130, 140]","[1, 2, 3, 7, 8]",0.041270326934996084,4.024593002987807,4.024593002987807,161.8065661984357,39.48397370493069,0.4119886417862199,277.6881447982942,13.669237310622103,2,0.7454336914107388,0.7573452963797668,0.7454336914107388,1.2905953455860308,145,37
5,50-70-110-120-130,50|70|110|120|130,"[50, 70, 110, 120, 130]","[0, 2, 5, 6, 7]",0.04273931619874288,4.026369259501012,4.026369259501012,157.9936192976122,38.51021029973108,0.41574456210039645,268.4420497498852,13.621089311670637,2,0.7270496236083638,0.7642496823142577,0.7270496236083638,1.2911649506086522,146,38
5,50-60-80-110-140,50|60|80|110|140,"[50, 60, 80, 110, 140]","[0, 1, 3, 5, 8]",0.03496528859500369,4.0272179417713705,4.0272179417713705,176.11646870969452,43.103135314435676,0.3794130617688076,304.69542181987543,12.561717509308254,2,0.8137612872739796,0.697462669043085,0.697462669043085,1.2914371036902665,147,39
4,50-60-110-140,50|60|110|140,"[50, 60, 110, 140]","[0, 1, 5, 8]",0.03649798901427049,4.028441663072392,4.028441663072392,158.4604168762399,38.77645011382244,0.356131836855192,274.5901663853214,11.840291889747466,2,0.7320760712729728,0.6546655518559674,0.6546655518559674,1.291829523250262,148,13
5,50-60-80-120-130,50|60|80|120|130,"[50, 60, 80, 120, 130]","[0, 1, 3, 6, 7]",0.03534205606886879,4.028503709119266,4.028503709119266,174.99014022751945,42.80786304339708,0.38035878899296777,301.74162613676947,12.446405739479864,2,0.8081867242723826,0.6992011685846515,0.6992011685846515,1.2918494200048527,149,40
4,50-60-120-130,50|60|120|130,"[50, 60, 120, 130]","[0, 1, 6, 7]",0.036949798040660016,4.029177863799442,4.029177863799442,157.17338370487641,38.44796415725351,0.3571392195562804,271.3088062359728,11.717882960779024,2,0.7258744538518977,0.6565173906518523,0.6565173906518523,1.2920656060618763,150,14
6,60-70-90-110-120-140,60|70|90|110|120|140,"[60, 70, 90, 110, 120, 140]","[1, 2, 4, 5, 6, 8]",0.04429123336839806,4.0392127102885835,4.0392127102885835,171.05303456914856,41.48755529978152,0.4639591228352238,290.8958221664295,15.280477374779682,2,0.7832601076537867,0.8528809383392374,0.7832601076537867,1.2952835528612026,151,53
5,60-70-110-120-140,60|70|110|120|140,"[60, 70, 110, 120, 140]","[1, 2, 5, 6, 8]",0.04528012286060127,4.0396266735892405,4.0396266735892405,157.67934334063827,38.24341674606332,0.4371408792238604,268.6819369146724,14.436757877964085,2,0.7220127216733816,0.8035818349266439,0.7220127216733816,1.295416301466757,152,41
5,60-70-90-130-140,60|70|90|130|140,"[60, 70, 90, 130, 140]","[1, 2, 4, 7, 8]",0.04364575912895282,4.045895265103983,4.045895265103983,157.79001982863744,38.254088792784245,0.4204475878339021,268.51733889771083,13.939756980631232,2,0.7222142035009591,0.7728951012815888,0.7222142035009591,1.2974264960445194,153,42
4,60-70-130-140,60|70|130|140,"[60, 70, 130, 140]","[1, 2, 7, 8]",0.044781958343462776,4.0519113507146765,4.0519113507146765,143.3269531497914,34.7090332482319,0.3906536250208441,244.27682075679033,13.009374078135405,2,0.6552856856020183,0.718125830218306,0.6552856856020183,1.299355717727816,154,15
6,50-80-90-110-120-130,50|80|90|110|120|130,"[50, 80, 90, 110, 120, 130]","[0, 3, 4, 5, 6, 7]",0.04324797226684735,4.096012077817422,4.096012077817422,175.52131780832218,42.019885334574774,0.4516184266777006,292.26835095318427,14.749054654874529,2,0.7933101787497258,0.8301954386894637,0.7933101787497258,1.313497816840325,155,54
5,50-80-110-120-130,50|80|110|120|130,"[50, 80, 110, 120, 130]","[0, 3, 5, 6, 7]",0.044000166566539704,4.099906547884854,4.099906547884854,162.27020485135358,38.82025815462151,0.4240203815165269,270.16734228849845,13.873053104428033,2,0.7329031407521079,0.7794628514961086,0.7329031407521079,1.31474668472307,156,43
5,60-90-110-130-140,60|90|110|130|140,"[60, 90, 110, 130, 140]","[1, 4, 5, 7, 8]",0.04982972275945811,4.11562984596361,4.11562984596361,155.36858898599957,36.902190449826435,0.4568809499418644,258.22456897480384,15.116863364297819,2,0.6966911753545479,0.8398693637373091,0.6966911753545479,1.3197887884345854,157,44
4,60-110-130-140,60|110|130|140,"[60, 110, 130, 140]","[1, 5, 7, 8]",0.052133162043769526,4.122791852040602,4.122791852040602,140.13564131112034,33.21315010136659,0.42962109241325647,232.91528909146393,14.263468974995314,2,0.6270443109009792,0.7897584558497405,0.6270443109009792,1.322085480721523,158,16
5,60-80-90-130-140,60|80|90|130|140,"[60, 80, 90, 130, 140]","[1, 3, 4, 7, 8]",0.04498626469150875,4.126996555823894,4.126996555823894,162.36171656226279,38.56619575778983,0.42863261324905916,270.24215077226376,14.186061929965954,2,0.7281065954060337,0.787941366809789,0.7281065954060337,1.3234338334936557,159,45
4,60-80-130-140,60|80|130|140,"[60, 80, 130, 140]","[1, 3, 7, 8]",0.046169255998242634,4.129615519588587,4.129615519588587,147.62828618801774,35.05271936510508,0.3994496185594586,246.17153353780756,13.272955296641122,2,0.6617742729134671,0.7342952185406987,0.6617742729134671,1.3242736755453768,160,17
6,60-80-90-110-120-140,60|80|90|110|120|140,"[60, 80, 90, 110, 120, 140]","[1, 3, 4, 5, 6, 8]",0.04571587758376393,4.134592881952625,4.134592881952625,176.3928582705699,41.775511853409704,0.47138923480219713,292.4886974212745,15.505499579275929,2,0.7886965543078418,0.8665394710729679,0.7886965543078418,1.3258698023327449,161,55
5,60-80-110-120-140,60|80|110|120|140,"[60, 80, 110, 120, 140]","[1, 3, 5, 6, 8]",0.046762494146147214,4.134597105911418,4.134597105911418,162.79653232360766,38.555610101190474,0.4450189785997675,270.4056988850842,14.674723385083968,2,0.7279067445720262,0.8180638883174547,0.7279067445720262,1.32587115686016,162,46
6,60-70-80-90-120-140,60|70|80|90|120|140,"[60, 70, 80, 90, 120, 140]","[1, 2, 3, 4, 6, 8]",0.0414289692242394,4.153861938438637,4.153861938438637,181.82268194576886,42.97437655144441,0.4361694422847242,301.61444160662916,14.36028495215654,2,0.8113303992201241,0.8017960740537359,0.8017960740537359,1.3320489500369275,163,56
5,50-90-110-120-130,50|90|110|120|130,"[50, 90, 110, 120, 130]","[0, 4, 5, 6, 7]",0.04697130383920936,4.16137456495876,4.16137456495876,159.60937671804703,37.56865146669522,0.43224393239918785,260.73213911296085,14.139673916439307,2,0.709273558771641,0.794579937135947,0.709273558771641,1.334458078317178,164,47
4,50-110-120-130,50|110|120|130,"[50, 110, 120, 130]","[0, 5, 6, 7]",0.04849500789895569,4.161486820138001,4.161486820138001,144.23783525203928,33.952102330881765,0.40332232485010433,235.69228293849028,13.223364461778944,2,0.6409952848414493,0.7414142883304984,0.6409952848414493,1.3344940759973756,165,18
5,60-70-80-120-140,60|70|80|120|140,"[60, 70, 80, 120, 140]","[1, 2, 3, 6, 8]",0.04191282055947147,4.168965442019867,4.168965442019867,169.14954091745554,39.85145818719788,0.40752651816728047,280.2514500515844,13.459003422725543,2,0.7523715775566406,0.7491427199203352,0.7491427199203352,1.3368922997643424,166,48
5,60-70-90-120-140,60|70|90|120|140,"[60, 70, 90, 120, 140]","[1, 2, 4, 6, 8]",0.04429472304266961,4.1888374851922645,4.1888374851922645,164.95793956025673,38.63327386438462,0.4160761903354233,271.1673482984362,13.733664811618626,2,0.7293729897407446,0.7648593036932729,0.7293729897407446,1.3432648115702668,167,49
6,50-70-80-90-110-140,50|70|80|90|110|140,"[50, 70, 80, 90, 110, 140]","[0, 2, 3, 4, 5, 8]",0.0392540866997325,4.193819899850068,4.193819899850068,185.56150325805527,43.504500324611044,0.41385581799340704,304.3578705565349,13.646084085501885,2,0.8213388174226427,0.7607776655632822,0.7607776655632822,1.3448625585132166,168,57
4,60-70-120-140,60|70|120|140,"[60, 70, 120, 140]","[1, 2, 6, 8]",0.04529400640264835,4.196758752137257,4.196758752137257,150.20863425648872,35.12650749990938,0.38594491419193344,247.1868415865666,12.788296930541453,2,0.6631673485476609,0.7094699605253294,0.6631673485476609,1.3458049815309965,169,19
5,50-70-90-110-140,50|70|90|110|140,"[50, 70, 90, 110, 140]","[0, 2, 4, 5, 8]",0.04139234004497899,4.204378942303991,4.204378942303991,167.7843510742484,39.22211567456925,0.39262227632683316,274.21555894448284,12.985044324889534,2,0.7404899691892467,0.7217447377695884,0.7217447377695884,1.348248603023745,170,50
4,60-90-130-140,60|90|130|140,"[60, 90, 130, 140]","[1, 4, 7, 8]",0.04994669187854702,4.206119591552003,4.206119591552003,144.64249041680475,33.661317037860755,0.40816850799858334,235.7780300442465,13.551388059220628,2,0.6355054332878926,0.7503228689092802,0.6355054332878926,1.3488067896071125,171,20
3,60-130-140,60|130|140,"[60, 130, 140]","[1, 7, 8]",0.052577514210364114,4.206557112782271,4.206557112782271,127.09084362956722,29.570694012552714,0.37740642753981946,207.75197549453674,12.592343211546916,2,0.558276929269708,0.6937739387220501,0.558276929269708,1.348947092704335,172,3
6,50-70-80-90-120-130,50|70|80|90|120|130,"[50, 70, 80, 90, 120, 130]","[0, 2, 3, 4, 6, 7]",0.03978699030133867,4.207886819450223,4.207886819450223,184.96320099398548,43.21197071300697,0.41472300998426415,301.40076681285757,13.540010336653497,2,0.8158160341826736,0.7623717963443793,0.7623717963443793,1.3493734993584685,173,58
5,50-70-90-120-130,50|70|90|120|130,"[50, 70, 90, 120, 130]","[0, 2, 4, 6, 7]",0.042046385358815136,4.221068834917443,4.221068834917443,167.0916841381566,38.89739351675098,0.39353626108845435,270.929661781255,12.873524970552612,2,0.7343594100263248,0.7234248861765334,0.7234248861765334,1.3536006715954643,174,51
5,50-70-80-110-140,50|70|80|110|140,"[50, 70, 80, 110, 140]","[0, 2, 3, 5, 8]",0.039542529108888905,4.232568459506769,4.232568459506769,173.89477526426555,40.422558406844175,0.3835501514972605,283.20190190047356,12.694195527657202,2,0.7631536064394949,0.7050677462922065,0.7050677462922065,1.3572883393819841,175,52
4,50-70-110-140,50|70|110|140,"[50, 70, 110, 140]","[0, 2, 5, 8]",0.04203314259661461,4.2371036053273246,4.2371036053273246,154.10469473509522,35.77311892538778,0.3605361736284496,250.526997821736,11.980749782261132,2,0.675374983610049,0.6627619006398494,0.6627619006398494,1.3587426573920829,176,21
5,50-70-80-120-130,50|70|80|120|130,"[50, 70, 80, 120, 130]","[0, 2, 3, 6, 7]",0.04009939299469106,4.243394597534175,4.243394597534175,173.01311607053466,40.10755655188207,0.3844857027731818,280.02147436529856,12.580098137235968,2,0.7572065607520365,0.7067875397196881,0.7067875397196881,1.3607600353617937,177,53
4,50-70-120-130,50|70|120|130,"[50, 70, 120, 130]","[0, 2, 6, 7]",0.04273936414022755,4.249915730225876,4.249915730225876,153.068390810946,35.41678842099643,0.3615312841484946,246.92607295148525,11.859790655540506,2,0.668647677862261,0.6645911798851865,0.6645911798851865,1.3628512141452407,178,22
5,60-90-110-120-140,60|90|110|120|140,"[60, 90, 110, 120, 140]","[1, 4, 5, 6, 8]",0.05050452315266908,4.251600699888038,4.251600699888038,162.17156922158892,37.295123007031144,0.45286137444970176,260.9791131809604,14.927031937183095,2,0.7041095058595142,0.8324803090797965,0.7041095058595142,1.3633915455531187,179,54
4,60-110-120-140,60|110|120|140,"[60, 110, 120, 140]","[1, 5, 6, 8]",0.052630051281935396,4.257518401376943,4.257518401376943,146.57012008647618,33.64918839690238,0.42534398443501276,235.96546651376238,14.062121876853732,2,0.6352764518366091,0.7818959876142397,0.6352764518366091,1.3652892176885318,180,23
5,50-80-90-110-140,50|80|90|110|140,"[50, 80, 90, 110, 140]","[0, 3, 4, 5, 8]",0.04257472435458637,4.266195498675318,4.266195498675318,171.6746266587014,39.52657971354512,0.4013751298890288,275.9047508335911,13.249109574651351,2,0.7462380672447183,0.737834823278959,0.737834823278959,1.3680717652351198,181,55
5,60-80-90-120-140,60|80|90|120|140,"[60, 80, 90, 120, 140]","[1, 3, 4, 6, 8]",0.045723472633935905,4.276803932069387,4.276803932069387,169.86798583830387,38.94234193448679,0.42434554220518217,272.87541030388985,13.983600307491052,2,0.7352080091365935,0.7800605837953609,0.7352080091365935,1.3714736482956382,182,56
4,60-80-120-140,60|80|120|140,"[60, 80, 120, 140]","[1, 3, 6, 8]",0.046770014762447264,4.280645533074054,4.280645533074054,154.80193941977458,35.46614829669462,0.394845817777002,249.059417446627,13.056342013958892,2,0.6695795626473195,0.725832201567837,0.6695795626473195,1.3727055622736581,183,24
7,60-70-80-90-110-120-130,60|70|80|90|110|120|130,"[60, 70, 80, 90, 110, 120, 130]","[1, 2, 3, 4, 5, 6, 7]",0.04310151016417278,4.284741029844546,4.284741029844546,199.44379257288077,45.66014633843107,0.46717517013096954,320.3641246592155,15.247441146583487,2,0.8620361184963702,0.8587928932946164,0.8587928932946164,1.3740188948431715,184,33
5,50-80-90-120-130,50|80|90|120|130,"[50, 80, 90, 120, 130]","[0, 3, 4, 6, 7]",0.04328165584752568,4.287427981498911,4.287427981498911,171.16050925140001,39.20437945254236,0.4022692280262694,272.6392128770476,13.139831565481114,2,0.7401551199778682,0.7394784147522707,0.7394784147522707,1.3748805390631866,185,57
4,50-80-110-140,50|80|110|140,"[50, 80, 110, 140]","[0, 3, 5, 8]",0.043237053005715814,4.289909608204363,4.289909608204363,157.5943603729894,36.10667782435657,0.3700487474914814,252.37479153608618,12.266454000522009,2,0.6816723751345033,0.6802485552242993,0.6802485552242993,1.3756763402468495,186,25
6,60-70-80-110-120-130,60|70|80|110|120|130,"[60, 70, 80, 110, 120, 130]","[1, 2, 3, 5, 6, 7]",0.04350974603578766,4.291950275816871,4.291950275816871,186.92859660943137,42.73395188029754,0.44055274396317157,300.3377702504338,14.401786373375057,2,0.8067913259379219,0.8098537547082142,0.8067913259379219,1.3763307358890016,187,59
7,50-60-70-80-90-110-130,50|60|70|80|90|110|130,"[50, 60, 70, 80, 90, 110, 130]","[0, 1, 2, 3, 4, 5, 7]",0.034677677978775134,4.294908110236328,4.294908110236328,215.97843354111265,49.56000572343057,0.4051728269685678,349.7902663841954,13.226250484300472,2,0.9356631196454456,0.7448160060800045,0.7448160060800045,1.3772792460444214,188,34
4,50-90-110-140,50|90|110|140,"[50, 90, 110, 140]","[0, 4, 5, 8]",0.04604079584309039,4.295042378209998,4.295042378209998,152.1039785602617,34.75749290939214,0.37944381491138685,242.24758188694608,12.567206124349045,2,0.656200574877681,0.6975192015430595,0.656200574877681,1.3773223027266128,189,26
6,50-60-70-90-110-130,50|60|70|90|110|130,"[50, 60, 70, 90, 110, 130]","[0, 1, 2, 4, 5, 7]",0.03548528449926337,4.2959988273156675,4.2959988273156675,199.82712962170316,45.846777169193466,0.38345877678672724,323.9038280950891,12.543104365515601,2,0.8655595964053046,0.7048997751390931,0.7048997751390931,1.377629014178715,190,60
4,50-80-120-130,50|80|120|130,"[50, 80, 120, 130]","[0, 3, 6, 7]",0.04400075770643459,4.307722804640961,4.307722804640961,156.74134930635748,35.75367181031302,0.37101834515752746,248.80061147142115,12.148339919306594,2,0.6750078337662719,0.6820309350214147,0.6750078337662719,1.381388626779678,191,27
3,50-110-140,50|110|140,"[50, 110, 140]","[0, 5, 8]",0.04756255187028453,4.308842319283711,4.308842319283711,135.18818634513315,30.812740757795158,0.3461382517161116,215.06625676848898,11.526563191067858,2,0.5817260252783791,0.6362946699155362,0.5817260252783791,1.381747629636905,192,4
6,50-60-80-90-110-130,50|60|80|90|110|130,"[50, 60, 80, 90, 110, 130]","[0, 1, 3, 4, 5, 7]",0.036239876943309844,4.314142417295015,4.314142417295015,201.9072073925169,46.10751698653512,0.3924160757667093,325.33513277843804,12.816278536532698,2,0.8704822074370933,0.7213656859985405,0.7213656859985405,1.3834472503984232,193,61
5,50-60-90-110-130,50|60|90|110|130,"[50, 60, 90, 110, 130]","[0, 1, 4, 5, 7]",0.03742241847127748,4.314261518207556,4.314261518207556,184.31454288831452,42.090805791275045,0.3699540380928633,297.32710609275193,12.110027282246179,2,0.7946491143449548,0.6800744540227337,0.6800744540227337,1.3834854433494288,194,58
4,50-90-120-130,50|90|120|130,"[50, 90, 120, 130]","[0, 4, 6, 7]",0.046983728393137275,4.322487805656854,4.322487805656854,151.50634444959795,34.390640845354056,0.3803894656768544,238.5216966981049,12.45194518217824,2,0.6492746284078249,0.6992575605331026,0.6492746284078249,1.386123426441293,195,28
3,50-120-130,50|120|130,"[50, 120, 130]","[0, 6, 7]",0.048646634736391914,4.3326086777230035,4.3326086777230035,134.155501612747,30.398319976847088,0.34717463361326134,210.86062616353897,11.400786290680841,2,0.5739020100247963,0.6381998169886605,0.5739020100247963,1.3893689596845669,196,5
6,50-60-70-80-90-140,50|60|70|80|90|140,"[50, 60, 70, 80, 90, 140]","[0, 1, 2, 3, 4, 8]",0.03357906016066053,4.340684699844451,4.340684699844451,207.17936978979392,47.09715749007434,0.36899344507696613,332.7030650206573,12.192908769529314,2,0.8891660253130711,0.6783086271805886,0.6783086271805886,1.3919587561069757,197,62
6,60-70-90-110-120-130,60|70|90|110|120|130,"[60, 70, 90, 110, 120, 130]","[1, 2, 4, 5, 6, 7]",0.04600423297714952,4.344898150651989,4.344898150651989,184.41495768969068,41.60026169559692,0.4484732471039632,291.87948157791436,14.658793496372246,2,0.7853879366637575,0.8244137575583713,0.7853879366637575,1.3933099138506353,198,63
5,50-60-80-90-140,50|60|80|90|140,"[50, 60, 80, 90, 140]","[0, 1, 3, 4, 8]",0.035042210057340706,4.345718328828186,4.345718328828186,191.39341663240256,43.44940965078835,0.3549387543171508,306.8893084435775,11.746928020320679,2,0.8202987386135326,0.6524723471004654,0.6524723471004654,1.3935729263182226,199,59
