request_id,kind,quadrature_points,frequency_hz,state,model,rho1,rho2,rho_bone,rho_heart,rho_fat,L_mm,Z,relative_residual,reciprocity_abs
q4096_50000_exhale_ts_with_fat,literature,4096,50000,exhale,ts_with_fat,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,110,41.1792786317837,1.64530337245066e-10,3.5527136788005e-14
q4096_50000_exhale_ts_with_fat,literature,4096,50000,exhale,ts_with_fat,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,120,35.7918992760472,2.95328407938627e-10,7.105427357601e-15
q4096_50000_exhale_ts_with_fat,literature,4096,50000,exhale,ts_with_fat,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,130,32.887949202328,2.58977024861004e-10,1.4210854715202e-14
q4096_50000_exhale_ts_with_fat,literature,4096,50000,exhale,ts_with_fat,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,140,29.9638408598388,3.11399320025314e-10,3.5527136788005e-15
q4096_100000_inhale_ts_without_fat,literature,4096,100000,inhale,ts_without_fat,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,23.040605218284,50,48.1438463313501,2.38459290899603e-10,7.105427357601e-15
q4096_100000_inhale_ts_without_fat,literature,4096,100000,inhale,ts_without_fat,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,23.040605218284,60,47.6560374419067,2.2883719497066e-10,0
q4096_100000_inhale_ts_without_fat,literature,4096,100000,inhale,ts_without_fat,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,23.040605218284,70,37.1308551342951,2.67277747288533e-10,0
q4096_100000_inhale_ts_without_fat,literature,4096,100000,inhale,ts_without_fat,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,23.040605218284,80,38.6380862541239,2.99100529372999e-10,7.105427357601e-15
q4096_100000_inhale_ts_without_fat,literature,4096,100000,inhale,ts_without_fat,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,23.040605218284,90,33.3139171099469,5.58081392216364e-10,7.105427357601e-15
q4096_100000_inhale_ts_without_fat,literature,4096,100000,inhale,ts_without_fat,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,23.040605218284,110,31.5678682494048,4.06753209334353e-10,2.48689957516035e-14
q4096_100000_inhale_ts_without_fat,literature,4096,100000,inhale,ts_without_fat,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,23.040605218284,120,29.4208835067617,5.99219294386095e-10,1.06581410364015e-14
q4096_100000_inhale_ts_without_fat,literature,4096,100000,inhale,ts_without_fat,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,23.040605218284,130,27.262134396152,6.03373708556423e-10,0
q4096_100000_inhale_ts_without_fat,literature,4096,100000,inhale,ts_without_fat,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,23.040605218284,140,26.6851207328239,6.02985140659013e-10,1.4210854715202e-14
q4096_100000_inhale_ts_with_fat,literature,4096,100000,inhale,ts_with_fat,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,23.040605218284,50,80.6148455505853,1.54687945868993e-10,0
q4096_100000_inhale_ts_with_fat,literature,4096,100000,inhale,ts_with_fat,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,23.040605218284,60,75.1556053756226,1.56451722846157e-10,1.4210854715202e-14
q4096_100000_inhale_ts_with_fat,literature,4096,100000,inhale,ts_with_fat,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,23.040605218284,70,52.0965850232337,2.1868105066082e-10,7.105427357601e-15
