request_id_fine,kind_fine,quadrature_points_fine,frequency_hz,state,model,rho1_fine,rho2_fine,rho_bone_fine,rho_heart_fine,rho_fat_fine,L_mm,Z_fine,relative_residual_fine,reciprocity_abs_fine,request_id_coarse,kind_coarse,quadrature_points_coarse,rho1_coarse,rho2_coarse,rho_bone_coarse,rho_heart_coarse,rho_fat_coarse,Z_coarse,relative_residual_coarse,reciprocity_abs_coarse,difference_ohm,difference_pct,within_numeric_tolerance
q4096_50000_exhale_ts_with_fat,literature,4096,50000,exhale,ts_with_fat,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,120,35.7918992760472,2.95328407938627e-10,7.105427357601e-15,q1024_50000_exhale_ts_with_fat,literature,1024,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,35.7873883205213,2.43879291608266e-10,7.105427357601e-15,0.004510955525894644,0.012603286266268313,True
q4096_50000_exhale_ts_with_fat,literature,4096,50000,exhale,ts_with_fat,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,130,32.887949202328,2.58977024861004e-10,1.4210854715202e-14,q1024_50000_exhale_ts_with_fat,literature,1024,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,32.8846282293664,2.2215620224918002e-10,1.4210854715202e-14,0.0033209729616032746,0.010097841434783646,True
q4096_50000_exhale_ts_with_fat,literature,4096,50000,exhale,ts_with_fat,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,140,29.9638408598388,3.11399320025314e-10,3.5527136788005e-15,q1024_50000_exhale_ts_with_fat,literature,1024,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,29.9593756290487,3.81474007739468e-10,1.0658141036401501e-14,0.004465230790099639,0.014902064161222025,True
q4096_100000_inhale_ts_without_fat,literature,4096,100000,inhale,ts_without_fat,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,23.040605218284,50,48.1438463313501,2.3845929089960303e-10,7.105427357601e-15,q1024_100000_inhale_ts_without_fat,literature,1024,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,23.040605218284,48.1437837481254,2.53728385427003e-10,1.4210854715202e-14,6.258322469676614e-05,0.00012999215780566637,True
q4096_100000_inhale_ts_without_fat,literature,4096,100000,inhale,ts_without_fat,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,23.040605218284,60,47.6560374419067,2.2883719497066003e-10,0.0,q1024_100000_inhale_ts_without_fat,literature,1024,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,23.040605218284,47.6559582691725,2.85230530146318e-10,7.105427357601e-15,7.917273419622006e-05,0.0001661336914398991,True
q4096_100000_inhale_ts_without_fat,literature,4096,100000,inhale,ts_without_fat,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,23.040605218284,70,37.1308551342951,2.67277747288533e-10,0.0,q1024_100000_inhale_ts_without_fat,literature,1024,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,23.040605218284,37.1307842570329,2.38562229365759e-10,7.105427357601e-15,7.087726220333934e-05,0.00019088507912621465,True
q4096_100000_inhale_ts_without_fat,literature,4096,100000,inhale,ts_without_fat,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,23.040605218284,80,38.6380862541239,2.99100529372999e-10,7.105427357601e-15,q1024_100000_inhale_ts_without_fat,literature,1024,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,23.040605218284,38.6380238700701,3.77317122103086e-10,0.0,6.238405379832557e-05,0.00016145741118756167,True
q4096_100000_inhale_ts_without_fat,literature,4096,100000,inhale,ts_without_fat,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,23.040605218284,90,33.3139171099469,5.580813922163641e-10,7.105427357601e-15,q1024_100000_inhale_ts_without_fat,literature,1024,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,23.040605218284,33.3138807220817,2.70868712336779e-10,0.0,3.638786520099302e-05,0.00010922721900550175,True
q4096_100000_inhale_ts_without_fat,literature,4096,100000,inhale,ts_without_fat,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,23.040605218284,110,31.5678682494048,4.06753209334353e-10,2.48689957516035e-14,q1024_100000_inhale_ts_without_fat,literature,1024,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,23.040605218284,31.5679302802567,4.79124123582969e-10,0.0,-6.203085190037427e-05,-0.00019649997082569503,True
q4096_100000_inhale_ts_without_fat,literature,4096,100000,inhale,ts_without_fat,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,23.040605218284,120,29.4208835067617,5.99219294386095e-10,1.0658141036401501e-14,q1024_100000_inhale_ts_without_fat,literature,1024,2.76358599815597,9.31525292470551,48.0976735255785,4.64880905754772,23.040605218284,29.4210165794238,5.13020434762542e-10,7.105427357601e-15,-0.000133072662098499,-0.0004523068182772804,True
