point_id,kind,rho1,rho2
g09_12,grid,5.3182958969449894,17.782794100389228
g09_13,grid,5.3182958969449894,27.384196342643612
g09_14,grid,5.3182958969449894,42.169650342858226
g09_15,grid,5.3182958969449894,64.938163157621133
g09_16,grid,5.3182958969449894,100
g10_00,grid,8.2703710840002778,0.10000000000000001
g10_01,grid,8.2703710840002778,0.15399265260594919
g10_02,grid,8.2703710840002778,0.23713737056616552
g10_03,grid,8.2703710840002778,0.36517412725483772
g10_04,grid,8.2703710840002778,0.56234132519034907
g10_05,grid,8.2703710840002778,0.86596432336006535
g10_06,grid,8.2703710840002778,1.333521432163324
g10_07,grid,8.2703710840002778,2.0535250264571463
g10_08,grid,8.2703710840002778,3.1622776601683795
g10_09,grid,8.2703710840002778,4.8696752516586308
g10_10,grid,8.2703710840002778,7.4989420933245583
g10_11,grid,8.2703710840002778,11.547819846894582
g10_12,grid,8.2703710840002778,17.782794100389228
g10_13,grid,8.2703710840002778,27.384196342643612
g10_14,grid,8.2703710840002778,42.169650342858226
g10_15,grid,8.2703710840002778,64.938163157621133
g10_16,grid,8.2703710840002778,100
g11_00,grid,12.861081668351451,0.10000000000000001
g11_01,grid,12.861081668351451,0.15399265260594919
g11_02,grid,12.861081668351451,0.23713737056616552
g11_03,grid,12.861081668351451,0.36517412725483772
g11_04,grid,12.861081668351451,0.56234132519034907
g11_05,grid,12.861081668351451,0.86596432336006535
g11_06,grid,12.861081668351451,1.333521432163324
g11_07,grid,12.861081668351451,2.0535250264571463
g11_08,grid,12.861081668351451,3.1622776601683795
g11_09,grid,12.861081668351451,4.8696752516586308
g11_10,grid,12.861081668351451,7.4989420933245583
g11_11,grid,12.861081668351451,11.547819846894582
g11_12,grid,12.861081668351451,17.782794100389228
g11_13,grid,12.861081668351451,27.384196342643612
g11_14,grid,12.861081668351451,42.169650342858226
g11_15,grid,12.861081668351451,64.938163157621133
g11_16,grid,12.861081668351451,100
g12_00,grid,20,0.10000000000000001
g12_01,grid,20,0.15399265260594919
g12_02,grid,20,0.23713737056616552
g12_03,grid,20,0.36517412725483772
g12_04,grid,20,0.56234132519034907
g12_05,grid,20,0.86596432336006535
g12_06,grid,20,1.333521432163324
g12_07,grid,20,2.0535250264571463
g12_08,grid,20,3.1622776601683795
g12_09,grid,20,4.8696752516586308
g12_10,grid,20,7.4989420933245583
g12_11,grid,20,11.547819846894582
g12_12,grid,20,17.782794100389228
g12_13,grid,20,27.384196342643612
g12_14,grid,20,42.169650342858226
g12_15,grid,20,64.938163157621133
g12_16,grid,20,100
v0_0,validation,0.15278559142233514,0.15135612484362085
v0_1,validation,0.15278559142233514,0.74131024130091749
v0_2,validation,0.15278559142233514,6.7608297539198148
v0_3,validation,0.15278559142233514,61.659500186148257
v1_0,validation,0.57456596768186741,0.15135612484362085
v1_1,validation,0.57456596768186741,0.74131024130091749
v1_2,validation,0.57456596768186741,6.7608297539198148
v1_3,validation,0.57456596768186741,61.659500186148257
v2_0,validation,2.6707829637266549,0.15135612484362085
v2_1,validation,2.6707829637266549,0.74131024130091749
v2_2,validation,2.6707829637266549,6.7608297539198148
v2_3,validation,2.6707829637266549,61.659500186148257
v3_0,validation,12.414730493195627,0.15135612484362085
v3_1,validation,12.414730493195627,0.74131024130091749
v3_2,validation,12.414730493195627,6.7608297539198148
v3_3,validation,12.414730493195627,61.659500186148257
